canonical_family_id,benchmark_source,template_id,domain,cue_type,original_or_expansion,source_family_path,solver_certificate_path,parent_family_id,is_canonical
EL_A_004,stage6_original,EL_A_004,electrostatics_circuits,irrelevant_variable,original,results/stage6/generated_full_benchmark/EL_A_004.json,results/stage6/generated_full_benchmark/EL_A_004.json,,True
EL_A_005,stage6_original,EL_A_005,electrostatics_circuits,irrelevant_variable,original,results/stage6/generated_full_benchmark/EL_A_005.json,results/stage6/generated_full_benchmark/EL_A_005.json,,True
EL_B_001,stage6_original,EL_B_001,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/EL_B_001.json,results/stage6/generated_full_benchmark/EL_B_001.json,,True
EL_B_002,stage6_original,EL_B_002,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/EL_B_002.json,results/stage6/generated_full_benchmark/EL_B_002.json,,True
EL_B_003,stage6_original,EL_B_003,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/EL_B_003.json,results/stage6/generated_full_benchmark/EL_B_003.json,,True
EL_B_004,stage6_original,EL_B_004,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/EL_B_004.json,results/stage6/generated_full_benchmark/EL_B_004.json,,True
EL_B_005,stage6_original,EL_B_005,electrostatics_circuits,nongoverning_distractor,original,results/stage6/generated_full_benchmark/EL_B_005.json,results/stage6/generated_full_benchmark/EL_B_005.json,,True
TH_B_UM_001,stage6_original,TH_B_UM_001,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_001.json,results/stage6/generated_full_benchmark/TH_B_UM_001.json,,True
TH_B_UM_002,stage6_original,TH_B_UM_002,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_002.json,results/stage6/generated_full_benchmark/TH_B_UM_002.json,,True
TH_B_UM_003,stage6_original,TH_B_UM_003,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_003.json,results/stage6/generated_full_benchmark/TH_B_UM_003.json,,True
TH_B_UM_004,stage6_original,TH_B_UM_004,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_004.json,results/stage6/generated_full_benchmark/TH_B_UM_004.json,,True
TH_B_UM_005,stage6_original,TH_B_UM_005,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_005.json,results/stage6/generated_full_benchmark/TH_B_UM_005.json,,True
TH_B_UM_006,stage6_original,TH_B_UM_006,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_006.json,results/stage6/generated_full_benchmark/TH_B_UM_006.json,,True
TH_B_UM_007,stage6_original,TH_B_UM_007,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_007.json,results/stage6/generated_full_benchmark/TH_B_UM_007.json,,True
TH_B_UM_008,stage6_original,TH_B_UM_008,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_008.json,results/stage6/generated_full_benchmark/TH_B_UM_008.json,,True
TH_B_UM_009,stage6_original,TH_B_UM_009,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_009.json,results/stage6/generated_full_benchmark/TH_B_UM_009.json,,True
TH_B_UM_010,stage6_original,TH_B_UM_010,thermodynamics,nongoverning_distractor,original,results/stage6/generated_full_benchmark/TH_B_UM_010.json,results/stage6/generated_full_benchmark/TH_B_UM_010.json,,True
TH_B_UM_011,stage10_expansion,TH_B_UM_011,thermodynamics,nongoverning_distractor,expansion,results/stage10/benchmark_expansion/rendered/nongoverning_distractor/thermodynamics/TH_B_UM_011.json,results/stage10/benchmark_expansion/verification/TH_B_UM_011.json,,True
TH_B_UM_012,stage10_expansion,TH_B_UM_012,thermodynamics,nongoverning_distractor,expansion,results/stage10/benchmark_expansion/rendered/nongoverning_distractor/thermodynamics/TH_B_UM_012.json,results/stage10/benchmark_expansion/verification/TH_B_UM_012.json,,True
