model_id,canonical_family_id,derived_id,variant_id,generation_id,prompt_hash,prompt_text_or_path,parsed_answer,canonical_answer,correct,correct_answer_logprob,entropy,monitor_score,source_experiment_ids
llama3p1_8b_instruct,CM_B_010,,0,llama3p1_8b_instruct:CM_B_010:0:llama_primary_20260616T085448Z,3925263f67094f160d065da027b087195a535784f9a42e6dc4ada8fb130f1e8d,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,15 N*m,15.0 N*m,,-20.484375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_010,,1,llama3p1_8b_instruct:CM_B_010:1:llama_primary_20260616T085448Z,98f5c9c24fec1c196bd1d4d32a59b06b1c0bb0b596cd742ee52f71660253d0ff,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,15 N*m,15.0 N*m,,-20.6875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_010,,2,llama3p1_8b_instruct:CM_B_010:2:llama_primary_20260616T085448Z,8e61842631fc52ddd4f3ccd67e7771847e905afbbe3b473be9ec788354436979,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,15 N*m,15.0 N*m,,-20.453125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_010,,3,llama3p1_8b_instruct:CM_B_010:3:llama_primary_20260616T085448Z,041ed060f106bc81f117d131c4c0237d60933e572f00998d87bcd1fb5df603d6,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,15 N*m,15.0 N*m,,-20.359375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_001,,0,llama3p1_8b_instruct:CM_B_STD_001:0:llama_primary_20260616T085448Z,31997da4e3cfda72412c83780efe3964cfa001d0a6934fc60305675dc4cfdd75,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,4 rad/s2,4.0 rad/s^2,,-22.46875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_001,,1,llama3p1_8b_instruct:CM_B_STD_001:1:llama_primary_20260616T085448Z,f3324cc4eda5261db6d7426d83f6e19d21bb49d8457b1add1f186ea9f142a789,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,4 rad/s2,4.0 rad/s^2,,-22.703125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_001,,2,llama3p1_8b_instruct:CM_B_STD_001:2:llama_primary_20260616T085448Z,cd5053ea600a6ca1e3cbec8d18c6f3590d01006290edcfdd83cac7e708956784,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,4 rad/s2,4.0 rad/s^2,,-22.625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_001,,3,llama3p1_8b_instruct:CM_B_STD_001:3:llama_primary_20260616T085448Z,3687596a101b7749c5701e6431b5b242f8029ef0d4fece6c25c69880809604fb,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,4 rad/s2,4.0 rad/s^2,,-22.484375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_002,,0,llama3p1_8b_instruct:CM_B_STD_002:0:llama_primary_20260616T085448Z,376fde46047422ee8b083ca461827681bdf34baab29b8560eb8c797c3608b9fd,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,32 rad/s2,4.0 rad/s^2,,-23.453125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_002,,1,llama3p1_8b_instruct:CM_B_STD_002:1:llama_primary_20260616T085448Z,08b3763a8f6515bcc8386f7c9f07da04ee071e0db49f41b54e4b68d2e878ca04,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,32 rad/s2,4.0 rad/s^2,,-23.515625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_002,,2,llama3p1_8b_instruct:CM_B_STD_002:2:llama_primary_20260616T085448Z,38d51229ef3e0cef890af8685319f9208913eea22514cc497a2a019f37d46301,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,32 rad/s2,4.0 rad/s^2,,-23.53125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_002,,3,llama3p1_8b_instruct:CM_B_STD_002:3:llama_primary_20260616T085448Z,89d7358a405dc74c51799d421a1f8c346f8490881912146086b3cddf16573e13,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,32 rad/s2,4.0 rad/s^2,,-23.234375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_003,,0,llama3p1_8b_instruct:CM_B_STD_003:0:llama_primary_20260616T085448Z,42d2c22f6dc2f9dd2c2472a521036d8a877839a6921d42186858b8b8f2caf288,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,6.0 rad/s2,6.0 rad/s^2,,-22.265625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_003,,1,llama3p1_8b_instruct:CM_B_STD_003:1:llama_primary_20260616T085448Z,f540874ed2614d20cd588e2c00a489f75bbbabf0ab128e2c8af2253cea2dc6b2,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,6 rad/s2,6.0 rad/s^2,,-22.15625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_003,,2,llama3p1_8b_instruct:CM_B_STD_003:2:llama_primary_20260616T085448Z,8e4c9db17d8ea9904b35ee70e1ba3c16e62b3c7fa2d82f5e136230ea3ba54a5a,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,6.0 rad/s2,6.0 rad/s^2,,-23.515625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_003,,3,llama3p1_8b_instruct:CM_B_STD_003:3:llama_primary_20260616T085448Z,e55ee72c62da0f83d8223fea1e58fb148362982afecb2c1962433b76f033d969,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,6.0 rad/s2,6.0 rad/s^2,,-23.25,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_004,,0,llama3p1_8b_instruct:CM_B_STD_004:0:llama_primary_20260616T085448Z,9bd6a0c254df7b0c984178bb30273dbecc8b937ce7e16d0c664d9a93ce82c2e0,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,20000 Pa,19600 Pa,,-21.0,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_004,,1,llama3p1_8b_instruct:CM_B_STD_004:1:llama_primary_20260616T085448Z,948a351e059ca5b40330131fe2651ba7b67cd8d60a88274560f41e7cf5fae74c,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,19600 Pa,19600 Pa,,-21.0,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_004,,2,llama3p1_8b_instruct:CM_B_STD_004:2:llama_primary_20260616T085448Z,bf8cf61bc7d7a189215586c53ce1a563afa011acdbeb02ec19157f723d4690a2,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,19600 Pa,19600 Pa,,-21.140625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_004,,3,llama3p1_8b_instruct:CM_B_STD_004:3:llama_primary_20260616T085448Z,b576a67e2faddbf92db3c3420e02fb71e51c2d3199d67531f72e08746ab4abea,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,19600 Pa,19600 Pa,,-21.3125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_005,,0,llama3p1_8b_instruct:CM_B_STD_005:0:llama_primary_20260616T085448Z,901b088fbfd89b488c89fe9a346d808a75bde2adffb17c7dcf8f473f74533a94,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,40000 Pa,39200 Pa,,-21.34375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_005,,1,llama3p1_8b_instruct:CM_B_STD_005:1:llama_primary_20260616T085448Z,80ca3cd22837d8eb55c062e37189f9ce342f3b4c4ff1516c3c622b50dca3c823,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,40000 Pa,39200 Pa,,-20.96875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_005,,2,llama3p1_8b_instruct:CM_B_STD_005:2:llama_primary_20260616T085448Z,0507faf2ada3c10b2e1c3df4cfe69fa169f34a80c6e37f7fe22339be1e1688b7,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,40000 Pa,39200 Pa,,-20.828125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_005,,3,llama3p1_8b_instruct:CM_B_STD_005:3:llama_primary_20260616T085448Z,cf7791d5e1f85aef4fdfc60edef0f390d9ddba48ca34911957fb86f538ab76ae,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,40000 Pa,39200 Pa,,-20.71875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_006,,0,llama3p1_8b_instruct:CM_B_STD_006:0:llama_primary_20260616T085448Z,d0f6bba33b431818ca5395f5e256a247da63ad1133e4d9d78984c9eb7530c069,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,136000 Pa,13328 Pa,,-24.515625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_006,,1,llama3p1_8b_instruct:CM_B_STD_006:1:llama_primary_20260616T085448Z,5136ec0c38f67763db4a46146566b229535349f846a43e75af6ad1956688798b,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,136000 Pa,13328 Pa,,-23.828125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_006,,2,llama3p1_8b_instruct:CM_B_STD_006:2:llama_primary_20260616T085448Z,61f1484f2160d81de89b4dbd6e3c5bab055893dfa5ef0aa42195ee76ae22a0b5,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,136000 Pa,13328 Pa,,-24.03125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_006,,3,llama3p1_8b_instruct:CM_B_STD_006:3:llama_primary_20260616T085448Z,4a35e7694f9a3a949f4cd3780c0d1ae83980c79310b45f9e217697fb3b79a1a0,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,169600 Pa,13328 Pa,,-24.234375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_007,,0,llama3p1_8b_instruct:CM_B_STD_007:0:llama_primary_20260616T085448Z,858d5f31882f51a21951796f1d12e01cd3195803e50a237d764bb9c262e3a3e8,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,21000 J,42000 J,,-19.625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_007,,1,llama3p1_8b_instruct:CM_B_STD_007:1:llama_primary_20260616T085448Z,e5a5c7f2c14aec3921a84bf352cecb4c0511b6a74e6d45c7ecd70b5066f371f3,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,2.1e4 J,42000 J,,-20.265625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_007,,2,llama3p1_8b_instruct:CM_B_STD_007:2:llama_primary_20260616T085448Z,ccd5e24acb93e1f0f44b586aaa8529419361de7dad1abdb6506a1c456be887e1,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,21000 J,42000 J,,-19.203125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_007,,3,llama3p1_8b_instruct:CM_B_STD_007:3:llama_primary_20260616T085448Z,471bea829edd207dcf18337a311ac16d9c37501b8f687a2261dcc12ad9faf5db,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,21000 J,42000 J,,-19.875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_008,,0,llama3p1_8b_instruct:CM_B_STD_008:0:llama_primary_20260616T085448Z,87f2a7fc41b514f606b19cb6536bfe20cc8eaabd3f2927f9f1e38d4b25744845,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,13500 J,27000 J,,-21.359375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_008,,1,llama3p1_8b_instruct:CM_B_STD_008:1:llama_primary_20260616T085448Z,7e1ab64a37c09e6af12069c13216746a42e1716f9706545ba007bc09a86150aa,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,12600 J,27000 J,,-21.546875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_008,,2,llama3p1_8b_instruct:CM_B_STD_008:2:llama_primary_20260616T085448Z,3781673ecbe33956a102626e20f91f4f174567583f0d4949b1e01fc3d8062564,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,13500 J,27000 J,,-20.703125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_008,,3,llama3p1_8b_instruct:CM_B_STD_008:3:llama_primary_20260616T085448Z,6ebfdbd2a1a5f0326fe9b916d8dabb37f28be4441f2681214a30f0aa3b4da955,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,13500 J,27000 J,,-21.421875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_009,,0,llama3p1_8b_instruct:CM_B_STD_009:0:llama_primary_20260616T085448Z,bf0c34663cdcc582215e099be033ac75b3a877a221910a6b58030fff5cef963d,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,60000 J,60000 J,,-18.828125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_009,,1,llama3p1_8b_instruct:CM_B_STD_009:1:llama_primary_20260616T085448Z,500a5813b2384b7f377ef21ca496eefae03e120138437e6a2c7ead07293f2f9f,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,60000 J,60000 J,,-18.890625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_009,,2,llama3p1_8b_instruct:CM_B_STD_009:2:llama_primary_20260616T085448Z,ac2b19fb816b84878b348d3db87e5fa2cafa3514e1be5026bc0b55373cb0a98f,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,60000 J,60000 J,,-18.6875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_009,,3,llama3p1_8b_instruct:CM_B_STD_009:3:llama_primary_20260616T085448Z,6b29a2369a45d295cbabb1b2b5d0f6e4d29b313f3ec680c079d20ca169e43184,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,60000 J,60000 J,,-18.609375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_010,,0,llama3p1_8b_instruct:CM_B_STD_010:0:llama_primary_20260616T085448Z,78909a7e4731b840b519778e3ce873537e04e01d78dffd635e2061d99eaed8ba,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,2.988 N/C,399555.6 N/C,,-31.984375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_010,,1,llama3p1_8b_instruct:CM_B_STD_010:1:llama_primary_20260616T085448Z,f44f55a3f2a7a20c39f77142382eb675a5c32ecb7edd294436adc50547003da1,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,2.97 N/C,399555.6 N/C,,-31.640625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_010,,2,llama3p1_8b_instruct:CM_B_STD_010:2:llama_primary_20260616T085448Z,46b44d3e6b773123dff30fd603affa1536ee7b8c71cbeb1408e48f901b143b00,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,2.98e+03 N/C,399555.6 N/C,,-32.28125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_010,,3,llama3p1_8b_instruct:CM_B_STD_010:3:llama_primary_20260616T085448Z,f353b233daba94b6a5190da4210bf790c7f42dd958e6e7a4aec1862413f82464,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,2.97 N/C,399555.6 N/C,,-31.515625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_011,,0,llama3p1_8b_instruct:CM_B_STD_011:0:llama_primary_20260616T085448Z,fa439c7adf98fdac9062c1edddc48030a327958a4e1a47e228a2ac23a0562cc0,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,179 N/C,449500 N/C,,-23.53125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_011,,1,llama3p1_8b_instruct:CM_B_STD_011:1:llama_primary_20260616T085448Z,12982157df7a027eb480fd82546e21afec8140c2642adc4d28a9fdbc8e621227,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,179 N/C,449500 N/C,,-23.890625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_011,,2,llama3p1_8b_instruct:CM_B_STD_011:2:llama_primary_20260616T085448Z,fed35a7f708e770b6a6d06dc65f68a1b88c3d7dd6665630eae8307dd0a207857,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,179 N/C,449500 N/C,,-23.828125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_011,,3,llama3p1_8b_instruct:CM_B_STD_011:3:llama_primary_20260616T085448Z,92706ccb82407a0d342e7478e3049a59dcdc4b03ae3b6600715d24fbf22c7fbf,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,179 N/C,449500 N/C,,-23.5625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_012,,0,llama3p1_8b_instruct:CM_B_STD_012:0:llama_primary_20260616T085448Z,4daaa42d6fd76b21e05780f82723945cb6898f54506c1d39d3142e2ea5641684,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.98e+03 N/C,149833.3 N/C,,-28.703125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_012,,1,llama3p1_8b_instruct:CM_B_STD_012:1:llama_primary_20260616T085448Z,6af96b540c6d973f602d9a85f27e5f052ea48d7e2a9a23bb997e6c318287e351,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.38e+04 N/C,149833.3 N/C,,-28.609375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_012,,2,llama3p1_8b_instruct:CM_B_STD_012:2:llama_primary_20260616T085448Z,7e2214ff6102f1798b404d144071996110a3a8d135555be29f068f5a36aea064,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,8.98 N/C,149833.3 N/C,,-29.75,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_012,,3,llama3p1_8b_instruct:CM_B_STD_012:3:llama_primary_20260616T085448Z,679a483db98a3ec2831ad1906d9373bb392a03160635ed741d9873e60cf0a070,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.98e+03 N/C,149833.3 N/C,,-28.796875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_013,,0,llama3p1_8b_instruct:CM_B_STD_013:0:llama_primary_20260616T085448Z,bd37428091546e9a9f43a255a484541ce308c47e7bf5e631441210b9b7f35a84,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.33e+7 N,10.005 N,,-27.796875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_013,,1,llama3p1_8b_instruct:CM_B_STD_013:1:llama_primary_20260616T085448Z,f27e7495df193700a979c7107cfbf20cdca9c427a7c2154166ba86cce633bb95,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.33e+7 N,10.005 N,,-27.953125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_013,,2,llama3p1_8b_instruct:CM_B_STD_013:2:llama_primary_20260616T085448Z,ab85497ece39c8fc645b894c1d3b25fee2cb0449f686344500ac1c58f858babf,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.33e+7 N,10.005 N,,-28.046875,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_013,,3,llama3p1_8b_instruct:CM_B_STD_013:3:llama_primary_20260616T085448Z,366276aee9feb463a94a0f8e1df07c64bab2de8a43313432c6e6f63c341d6a1d,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.33e+7 N,10.005 N,,-27.828125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_014,,0,llama3p1_8b_instruct:CM_B_STD_014:0:llama_primary_20260616T085448Z,e6c0cbe406e403ae9f17315d1be26b120ec5b550695959c7ef06ed13d27b7902,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,2.1e-8 N,1.334 N,,-27.484375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_014,,1,llama3p1_8b_instruct:CM_B_STD_014:1:llama_primary_20260616T085448Z,fd900e07472d39c43498bb4b42540091321b5da3786e9863c8f5f6732bd333d8,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,2.64e-8 N,1.334 N,,-27.5,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_014,,2,llama3p1_8b_instruct:CM_B_STD_014:2:llama_primary_20260616T085448Z,97eeebc7f47dd797afebb2d4e7244f5db3cf5874acd1db258584e9393dd30284,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,2.1e-8 N,1.334 N,,-27.390625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_014,,3,llama3p1_8b_instruct:CM_B_STD_014:3:llama_primary_20260616T085448Z,12aa8e3fd3122a4943a089081a01b53ccce020848f97ca06bf1c8a7e8dd8552f,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,2.64e-8 N,1.334 N,,-27.625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_015,,0,llama3p1_8b_instruct:CM_B_STD_015:0:llama_primary_20260616T085448Z,68558be0db1e7abf8a1cbac0c5b2af080bd2f36bdee717cd2bdc8cab5a0823f2,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.6e-8 N,4.002 N,,-29.484375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_015,,1,llama3p1_8b_instruct:CM_B_STD_015:1:llama_primary_20260616T085448Z,b777a824a935fe103ca6a854be6a2220e3b28f9f1df6ded11e39f3b415e4abb3,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.6e-10 N,4.002 N,,-30.015625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_015,,2,llama3p1_8b_instruct:CM_B_STD_015:2:llama_primary_20260616T085448Z,20c295353233d719c1ead475cbed39e6584065a04905796b3be01906878d55c0,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.6e-8 N,4.002 N,,-29.75,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_STD_015,,3,llama3p1_8b_instruct:CM_B_STD_015:3:llama_primary_20260616T085448Z,e461e76f1297d1d4fa166629da761d1c6634be52f2326f1218467989d988b509,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,1.6e-10 N,4.002 N,,-29.59375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_UM_001,,0,llama3p1_8b_instruct:CM_B_UM_001:0:llama_primary_20260616T085448Z,e875b337cd458a3a4d24f2141d9adbd85a25dd5ca234e9b82d31d46e8a1a03e7,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,18 N,18 N,,-20.578125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_UM_001,,1,llama3p1_8b_instruct:CM_B_UM_001:1:llama_primary_20260616T085448Z,79825e9f804917df3216504193dbe92a7fa13728b2a1c4fb8fb4cf68742c1f8e,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,18.0 N,18 N,,-21.015625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_UM_001,,2,llama3p1_8b_instruct:CM_B_UM_001:2:llama_primary_20260616T085448Z,775ddade4b707dc15f9bf9535d04fc169cc9ce8023049ba2b5341597d06d7fd4,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,18.0 N,18 N,,-22.0,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_UM_001,,3,llama3p1_8b_instruct:CM_B_UM_001:3:llama_primary_20260616T085448Z,8e50190b6e9f23b71815903ad3b706902126ff6972b8e829610cac3a8b83c440,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,18.0 N,18 N,,-20.78125,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_UM_002,,0,llama3p1_8b_instruct:CM_B_UM_002:0:llama_primary_20260616T085448Z,492626984673312002725da63f4929ff79ec894737a37250755d12414680d166,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,12 N,12 N,,-20.734375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_UM_002,,1,llama3p1_8b_instruct:CM_B_UM_002:1:llama_primary_20260616T085448Z,28a91090716a841f1816091a3941ca60bae07d19311ac9f9423bf13ece6735d0,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,12 N,12 N,,-20.765625,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_UM_002,,2,llama3p1_8b_instruct:CM_B_UM_002:2:llama_primary_20260616T085448Z,97c1d5b11a55d365a3254c595758b7ffcc8e3daa4460d253ec11baa158e63957,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,12.0 N,12 N,,-20.484375,,,"[""stage6_llama_behavioural_full_rerun""]"
llama3p1_8b_instruct,CM_B_UM_002,,3,llama3p1_8b_instruct:CM_B_UM_002:3:llama_primary_20260616T085448Z,89eee0358b295ce40b9f9b009bffce39d513649c30c3df34a93ebec91e1f74a3,results/stage6/behavioural_full_rerun/llama_primary_20260616T085448Z.jsonl,12.0 N,12 N,,-20.96875,,,"[""stage6_llama_behavioural_full_rerun""]"
