activation_site,array_task_id,claim_level,claim_supported,command,completed_at,config_file,config_hash,correction_history,dataset_hash,dataset_version,discovery_or_confirmation,donor_policy,dtype,experiment_class,experiment_id,family_manifest,family_manifest_hash,git_commit,git_dirty,hardware,hypothesis,job_id,model_id,model_path,model_revision,model_role,notes,null_interpretation,paper_eligibility,parent_experiment_id,patch_head,patch_layer,provenance_status,quantization,random_seeds,raw_data_rows,raw_output_paths,run_attempt_id,runtime_hours,scientific_null,scientific_question,sensitivity_metric,sensitivity_threshold,split_hash,split_version,stage,status,stderr_path,stdout_path,submitted_at,summary_defaulted_zero,summary_paths,supersedes_experiment_id,target_policy,task_id,token_position,tokenizer_hash,tokenizer_path
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal_control,stage9_mhk_early_layers,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage9/mhk_early_layers/patching_results.csv""]",stage9_mhk_early_layers,,,nearby_layer_control,S_lp,0.5,unresolved,unfrozen_discovery,Stage9,complete_exploratory,,,,,"[""results/stage9/mhk_early_layers/patching_summary.json""]",,,nearby_layer_control,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal_control,stage9_unrelated_family_donor,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage9/unrelated_donor/donor_results.csv""]",stage9_unrelated_family_donor,,,unrelated_family_donor,S_lp,0.5,unresolved,unfrozen_discovery,Stage9,complete_exploratory,,,,,"[""results/stage9/unrelated_donor/donor_summary.json""]",,,unrelated_family_donor,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal_control,stage10_same_answer_donor,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage10/same_answer_donor/same_answer_donor_results.csv""]",stage10_same_answer_donor,,,same_answer_donor,S_lp,0.5,unresolved,unfrozen_discovery,Stage10,complete_exploratory,,,,,"[""results/stage10/same_answer_donor/same_answer_donor_summary.json""]",,,same_answer_donor,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal_control,stage10_stable_donor,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage10/stable_donor/stable_donor_results.csv""]",stage10_stable_donor,,,stable_donor,S_lp,0.5,unresolved,unfrozen_discovery,Stage10,complete_exploratory,,,,,"[""results/stage10/stable_donor/stable_donor_summary.json""]",,,stable_donor,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal_control,stage10_answer_bias_damage,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage10/answer_bias/answer_bias_results.csv""]",stage10_answer_bias_damage,,,damage_answer_bias,S_lp,0.5,unresolved,unfrozen_discovery,Stage10,complete_exploratory,,,,,"[""results/stage10/answer_bias/answer_bias_summary.json""]",,,damage_answer_bias,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage11_variable_renaming_h11,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,qwen2p5_7b_instruct,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage11/science/variable_renaming/h11_knockout/patching_results.csv""]",stage11_variable_renaming_h11,,,variable_renaming_h11,S_lp,0.5,unresolved,unfrozen_discovery,Stage11,complete_exploratory,,,,,"[""results/stage11/science/variable_renaming/h11_knockout/patching_summary.json""]",,,variable_renaming_h11,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,"v4: The donor-on-renamed controls produced zero evaluable rows. Their summaries defaulted to zero recovery, so no scientific null or specificity claim can be made from these runs. v4: The donor-on-renamed controls produced zero evaluable rows. Their summaries defaulted to zero recovery, so no scientific null or specificity claim can be made from these runs. v4: The donor-on-renamed controls produced zero evaluable rows. Their summaries defaulted to zero recovery, so no scientific null or specificity claim can be made from these runs. v4: The donor-on-renamed controls produced zero evaluable rows. Their summaries defaulted to zero recovery, so no scientific null or specificity claim can be made from these runs.",3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal_control,stage12_donor_renamed_same_answer,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,empty_result_panel; summary defaulted zero; no scientific null or specificity claim allowed,,false,,,,partial,,42_if_recorded_else_unresolved,0,"[""results/stage12/science/donor_renamed/same_answer/same_answer_donor_results.csv""]",stage12_donor_renamed_same_answer,,false,donor_renamed_same_answer,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,partial_not_reportable,,,,true,"[""results/stage12/science/donor_renamed/same_answer/same_answer_donor_summary.json""]",,,donor_renamed_same_answer,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,"v4: The donor-on-renamed controls produced zero evaluable rows. Their summaries defaulted to zero recovery, so no scientific null or specificity claim can be made from these runs. v4: The donor-on-renamed controls produced zero evaluable rows. Their summaries defaulted to zero recovery, so no scientific null or specificity claim can be made from these runs. v4: The donor-on-renamed controls produced zero evaluable rows. Their summaries defaulted to zero recovery, so no scientific null or specificity claim can be made from these runs. v4: The donor-on-renamed controls produced zero evaluable rows. Their summaries defaulted to zero recovery, so no scientific null or specificity claim can be made from these runs.",3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal_control,stage12_donor_renamed_stable,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,empty_result_panel; summary defaulted zero; no scientific null or specificity claim allowed,,false,,,,partial,,42_if_recorded_else_unresolved,0,"[""results/stage12/science/donor_renamed/stable/stable_donor_results.csv""]",stage12_donor_renamed_stable,,false,donor_renamed_stable,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,partial_not_reportable,,,,true,"[""results/stage12/science/donor_renamed/stable/stable_donor_summary.json""]",,,donor_renamed_stable,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage11_cue_c_h11_h13_intervention,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage11/science/cue_c_circuit/h11_knockout/patching_results.csv"", ""results/stage11/science/cue_c_circuit/h11_h13_knockout/patching_results.csv""]",stage11_cue_c_h11_h13_intervention,,,cue_c_h11_h13_intervention,S_lp,0.5,unresolved,unfrozen_discovery,Stage11,complete_exploratory,,,,,"[""results/stage11/science/cue_c_circuit/h11_knockout/patching_summary.json"", ""results/stage11/science/cue_c_circuit/h11_h13_knockout/patching_summary.json""]",,,cue_c_h11_h13_intervention,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage12_llama_full_head_sweep_partial_summary,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,llama3p1_8b_instruct,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,[],stage12_llama_full_head_sweep_partial_summary,,,llama_full_head_sweep_partial,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,superseded,,,,,"[""results/stage12/llama_full_head_sweep/head_sweep_summary.partial.json""]",,,llama_full_head_sweep_partial,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage12_llama_full_32head_sweep,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,llama3p1_8b_instruct,,unresolved,,v4: authoritative status downgraded because provenance is not complete.,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage12/llama_full_head_sweep/head_2/patching_results.csv""]",stage12_llama_full_32head_sweep,,,llama_full_32head_sweep,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,complete_exploratory,,,,,"[""results/stage12/llama_full_head_sweep/head_sweep_summary.json""]",stage12_llama_full_head_sweep_partial_summary,,llama_full_32head_sweep,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage10_llama_old_mhk,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,llama3p1_8b_instruct,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage10/llama_mhk/patching_results.csv""]",stage10_llama_old_mhk,,,llama_old_mhk,S_lp,0.5,unresolved,unfrozen_discovery,Stage10,complete_exploratory,,,,,"[""results/stage10/llama_mhk/patching_summary.json""]",,,llama_old_mhk,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage10_llama_corrected_mhk_v2,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,llama3p1_8b_instruct,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage10/llama_mhk_v2/attn_layer19/patching_results.csv"", ""results/stage10/llama_mhk_v2/causal_sweep/patching_results.csv""]",stage10_llama_corrected_mhk_v2,,,llama_corrected_mhk_v2,S_lp,0.5,unresolved,unfrozen_discovery,Stage10,complete_exploratory,,,,,"[""results/stage10/llama_mhk_v2/attn_layer19/patching_summary.json"", ""results/stage10/llama_mhk_v2/causal_sweep/patching_summary.json""]",,,llama_corrected_mhk_v2,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage12_llama_h2_combinations,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,llama3p1_8b_instruct,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage12/llama_head2_combos/subset_2/patching_results.csv""]",stage12_llama_h2_combinations,,,llama_h2_combinations,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,complete_exploratory,,,,,"[""results/stage12/llama_head2_combos/subset_2/patching_summary.json""]",,,llama_h2_combinations,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,Llama-valid positive panel test remains mandatory before submission framing.,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,panel_audit,stage12_llama_panel_eligibility,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,llama3p1_8b_instruct,,unresolved,,Llama-valid positive panel test remains mandatory before submission framing.,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage6/analysis_d2/stage6_positive_families_llama.json""]",stage12_llama_panel_eligibility,,,llama_panel_eligibility,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,partial_not_reportable,,,,,[],,,llama_panel_eligibility,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,monitoring,stage8_deepseek_within_model_monitoring,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,deepseek_r1_distill_qwen_32b,,unresolved,,,,false,,,,unresolved,,42_if_recorded_else_unresolved,,[],stage8_deepseek_within_model_monitoring,,,deepseek_within_model_monitoring,S_lp,0.5,unresolved,unfrozen_discovery,Stage8,partial_not_reportable,,,,,[],,,deepseek_within_model_monitoring,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,monitoring_transfer,stage8_qwen_to_deepseek_transfer,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,deepseek_r1_distill_qwen_32b,,unresolved,,,,false,,,,unresolved,,42_if_recorded_else_unresolved,,[],stage8_qwen_to_deepseek_transfer,,,qwen_to_deepseek_transfer,S_lp,0.5,unresolved,unfrozen_discovery,Stage8,partial_not_reportable,,,,,[],,,qwen_to_deepseek_transfer,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,monitoring_transfer,stage8_deepseek_to_qwen_transfer,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,deepseek_r1_distill_qwen_32b,,unresolved,,,,false,,,,unresolved,,42_if_recorded_else_unresolved,,[],stage8_deepseek_to_qwen_transfer,,,deepseek_to_qwen_transfer,S_lp,0.5,unresolved,unfrozen_discovery,Stage8,partial_not_reportable,,,,,[],,,deepseek_to_qwen_transfer,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage11_deepseek_h20_single_head,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,deepseek_r1_distill_qwen_32b,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage11/science/deepseek_single_heads/head_20/patching_results.csv""]",stage11_deepseek_h20_single_head,,,deepseek_h20_single_head,S_lp,0.5,unresolved,unfrozen_discovery,Stage11,complete_exploratory,,,,,"[""results/stage11/science/deepseek_single_heads/head_20/patching_summary.json""]",,,deepseek_h20_single_head,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage11_deepseek_h26_single_head,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,deepseek_r1_distill_qwen_32b,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage11/science/deepseek_single_heads/head_26/patching_results.csv""]",stage11_deepseek_h26_single_head,,,deepseek_h26_single_head,S_lp,0.5,unresolved,unfrozen_discovery,Stage11,complete_exploratory,,,,,"[""results/stage11/science/deepseek_single_heads/head_26/patching_summary.json""]",,,deepseek_h26_single_head,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,Panel-mismatched result; cannot support clean DeepSeek causal claim.,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage10_deepseek_top4_mhk_qwen_panel,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,deepseek_r1_distill_qwen_32b,,unresolved,,Panel-mismatched result; cannot support clean DeepSeek causal claim.,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage10/deepseek_mhk/patching_results.csv""]",stage10_deepseek_top4_mhk_qwen_panel,,,deepseek_top4_mhk_qwen_panel,S_lp,0.5,unresolved,unfrozen_discovery,Stage10,complete_exploratory,,,,,"[""results/stage10/deepseek_mhk/patching_summary.json""]",,,deepseek_top4_mhk_qwen_panel,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,panel_audit,stage11_deepseek_valid_panel_rescore,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,deepseek_r1_distill_qwen_32b,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,[],stage11_deepseek_valid_panel_rescore,,,deepseek_valid_panel_rescore,S_lp,0.5,unresolved,unfrozen_discovery,Stage11,complete_exploratory,,,,,"[""results/stage11/science/deepseek_single_heads/deepseek_valid_subset_summary.json""]",,,deepseek_valid_panel_rescore,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,Full DeepSeek valid-panel head sweep is absent/pending in current local evidence.,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,causal,stage12_deepseek_full_head_sweep_absent,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,deepseek_r1_distill_qwen_32b,,unresolved,,Full DeepSeek valid-panel head sweep is absent/pending in current local evidence.,,false,,,,unresolved,,42_if_recorded_else_unresolved,,[],stage12_deepseek_full_head_sweep_absent,,,deepseek_full_head_sweep,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,pending,,,,,[],,,deepseek_full_head_sweep,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,scaling,stage12_qwen3b_incomplete_behavioural,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,qwen2p5_3b_instruct,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage12/qwen_3b/behavioural/qwen_3b_20260621T093919Z.jsonl"", ""results/stage12/qwen_3b/behavioural/qwen_3b_20260621T125247Z.jsonl""]",stage12_qwen3b_incomplete_behavioural,,,qwen3b_behavioural,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,partial_not_reportable,,,,,[],,,qwen3b_behavioural,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,scaling,stage12_qwen14b_not_run,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,qwen2p5_14b_instruct,,unresolved,,,,false,,,,unresolved,,42_if_recorded_else_unresolved,,[],stage12_qwen14b_not_run,,,qwen14b_pipeline,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,pending,,,,,[],,,qwen14b_pipeline,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,scaling,stage12_mistral_not_run,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,mistral_7b_instruct_v03,,unresolved,,,,false,,,,unresolved,,42_if_recorded_else_unresolved,,[],stage12_mistral_not_run,,,mistral_pipeline,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,pending,,,,,[],,,mistral_pipeline,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,diagnostic,appendix_formula_leakage,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,qwen2p5_7b_instruct,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/appendix/formula_leakage/behavioural/qwen_primary_20260620T084819Z.jsonl""]",appendix_formula_leakage,,,formula_leakage,S_lp,0.5,unresolved,unfrozen_discovery,Appendix,complete_exploratory,,,,,"[""results/appendix/formula_leakage/analysis/summary.json""]",,,formula_leakage,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,science_diagnostic,stage11_latent_family_geometry,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,[],stage11_latent_family_geometry,,,latent_family_geometry,S_lp,0.5,unresolved,unfrozen_discovery,Stage11,complete_exploratory,,,,,"[""results/stage11/science/latent_family_geometry/latent_family_geometry.json""]",,,latent_family_geometry,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,science_diagnostic,stage11_precursor_characterisation,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage11/science/precursor_characterisation/per_variant_predictions.json""]",stage11_precursor_characterisation,,,precursor_characterisation,S_lp,0.5,unresolved,unfrozen_discovery,Stage11,complete_exploratory,,,,,"[""results/stage11/science/precursor_characterisation/prompt_condition_probe_summary.json""]",,,precursor_characterisation,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,science_diagnostic,stage12_cross_cue_layer_sweep,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage12/science/cross_cue_layer_sweep/cross_cue_layer_sweep.json""]",stage12_cross_cue_layer_sweep,,,cross_cue_layer_sweep,S_lp,0.5,unresolved,unfrozen_discovery,Stage12,complete_exploratory,,,,,"[""results/stage12/science/cross_cue_layer_sweep/cross_cue_transfer_summary.json""]",,,cross_cue_layer_sweep,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,benchmark_data,stage6_original_140_generation,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage6/audit/stage6_full_benchmark_manifest.csv""]",stage6_original_140_generation,,,original_140_generation,S_lp,0.5,unresolved,unfrozen_discovery,Stage6,complete_exploratory,,,,,"[""results/stage6/audit/stage6_freeze_gate_summary.json""]",,,original_140_generation,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,benchmark_data,stage10_15_family_expansion,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage10/benchmark_expansion/verification/CM_C_006.json""]",stage10_15_family_expansion,,,15_family_expansion,S_lp,0.5,unresolved,unfrozen_discovery,Stage10,complete_exploratory,,,,,"[""results/stage10/benchmark_expansion/expansion_summary.json""]",,,15_family_expansion,,unresolved,
,,exploratory_or_diagnostic,not_paper_eligible,unresolved,,,,,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,physmon_canonical_155_v1,discovery,,,benchmark_data,stage11_variable_renaming_derived_set,data/manifests/physmon_canonical_155.jsonl,3f89c93941f5a47d6c013a1e1e020ea082127f6df858e58034b9f54a9ca95bb2,unresolved,unresolved,unresolved,,,,,unresolved,,,,false,,,,partial,,42_if_recorded_else_unresolved,,"[""results/stage11/variable_renaming/rendered/renamed_manifest.json""]",stage11_variable_renaming_derived_set,,,variable_renaming_derived_set,S_lp,0.5,unresolved,unfrozen_discovery,Stage11,complete_exploratory,,,,,"[""results/stage11/variable_renaming/renamed_positive_families.json""]",,,variable_renaming_derived_set,,unresolved,
